marca,clase,provincia,servicio,cantidad
MITSUBISHI,Tanquero,ESMERALDAS,ALQUILER,1
CHEVROLET,Tanquero,LOJA,ESTADO,1
HINO,Volqueta,CAÑAR,OTROS,1
MACK,Volqueta,TUNGURAHUA,ALQUILER,1
DONGFENG,Tanquero,GUAYAS,ALQUILER,1
INTERNATIONAL,Volqueta,LOS RÍOS,ALQUILER,1
GMC,Camión,CAÑAR,PARTICULAR,1
INTERNATIONAL,Trailer,EL ORO,ESTADO,1
VOLKSWAGEN,Volqueta,COTOPAXI,PARTICULAR,1
INTERNATIONAL,Volqueta,SUCUMBÍOS,PARTICULAR,1
PEGASO,Trailer,GUAYAS,PARTICULAR,1
FREIGHTLINER,Tanquero,GUAYAS,MUNNICIPIO,1
MACK,Volqueta,EL ORO,ALQUILER,1
MERCEDES BENZ,Trailer,BOLÍVAR,ALQUILER,1
GMC,Camión,ORELLANA,PARTICULAR,1
DAEWOO,Trailer,GUAYAS,MUNNICIPIO,1
VOLKSWAGEN,Tanquero,TUNGURAHUA,PARTICULAR,1
FREIGHTLINER,Tanquero,SUCUMBÍOS,ESTADO,1
DONGFENG,Tanquero,COTOPAXI,PARTICULAR,1
FREIGHTLINER,Tanquero,SANTO DOMINGO DE LOS TSÁCHILAS,PARTICULAR,1
CHEVROLET,Camión,SANTA ELENA,MUNNICIPIO,1
MAZDA,Camión,IMBABURA,PARTICULAR,1
CHEVROLET,Tanquero,IMBABURA,PARTICULAR,1
MITSUBISHI,Camión,ZAMORA CHINCHIPE,ALQUILER,1
QMC,Volqueta,SANTO DOMINGO DE LOS TSÁCHILAS,PARTICULAR,1
FIAT,Camión,EL ORO,PARTICULAR,1
INTERNATIONAL,Camión,GUAYAS,ESTADO,1
MAN,Tanquero,ORELLANA,ALQUILER,1
FAW,Volqueta,SANTO DOMINGO DE LOS TSÁCHILAS,PARTICULAR,1
SCANIA,Tanquero,SANTO DOMINGO DE LOS TSÁCHILAS,PARTICULAR,1
JAC,Camión,CARCHI,PARTICULAR,1
MITSUBISHI,Volqueta,MORONA SANTIAGO,MUNNICIPIO,1
SCANIA,Volqueta,SUCUMBÍOS,PARTICULAR,1
FOTON,Camión,ORELLANA,PARTICULAR,1
INTERNATIONAL,Camión,CAÑAR,ALQUILER,1
JAC,Camión,CHIMBORAZO,ALQUILER,1
Otras Marcas,Tanquero,CAÑAR,ALQUILER,1
FOTON,Trailer,GUAYAS,PARTICULAR,1
Otras Marcas,Volqueta,LOJA,ALQUILER,1
HYUNDAI,Camión,MORONA SANTIAGO,PARTICULAR,1
SCANIA,Tanquero,SANTA ELENA,PARTICULAR,1
MAN,Camión,GUAYAS,ALQUILER,1
DAIHATSU,Camión,PASTAZA,MUNNICIPIO,1
INTERNATIONAL,Camión,SUCUMBÍOS,ALQUILER,1
GMC,Camión,AZUAY,ALQUILER,1
NISSAN,Trailer,GUAYAS,ALQUILER,1
CHEVROLET,Tanquero,CHIMBORAZO,ALQUILER,1
HYUNDAI,Tanquero,CAÑAR,PARTICULAR,1
ISUZU,Camión,SUCUMBÍOS,ALQUILER,1
INTERNATIONAL,Trailer,SANTA ELENA,PARTICULAR,1
NISSAN,Camión,CARCHI,ALQUILER,1
NISSAN,Volqueta,CAÑAR,ALQUILER,1
CHEVROLET,Tanquero,ORELLANA,PARTICULAR,1
Otras Marcas,Camión,CARCHI,PARTICULAR,1
NISSAN,Tanquero,LOJA,ALQUILER,1
NISSAN,Volqueta,BOLÍVAR,ALQUILER,1
TOYOTA,Tanquero,IMBABURA,PARTICULAR,1
MACK,Trailer,PASTAZA,PARTICULAR,1
FIAT,Camión,PICHINCHA,ALQUILER,1
DONGFENG,Volqueta,MANABÍ,PARTICULAR,1
Otras Marcas,Volqueta,ORELLANA,PARTICULAR,1
CHEVROLET,Camión,CAÑAR,ESTADO,1
TOYOTA,Camión,CAÑAR,MUNNICIPIO,1
HYUNDAI,Camión,GALÁPAGOS,PARTICULAR,1
DATSUN,Trailer,GUAYAS,PARTICULAR,1
Otras Marcas,Trailer,SUCUMBÍOS,ALQUILER,1
FIAT,Camión,GUAYAS,ESTADO,1
VOLKSWAGEN,Camión,CHIMBORAZO,PARTICULAR,1
FIAT,Camión,IMBABURA,PARTICULAR,1
MERCEDES BENZ,Camión,NAPO,PARTICULAR,1
NISSAN,Camión,SANTO DOMINGO DE LOS TSÁCHILAS,ESTADO,1
FREIGHTLINER,Camión,COTOPAXI,ALQUILER,1
NISSAN,Volqueta,NAPO,MUNNICIPIO,1
FOTON,Volqueta,IMBABURA,PARTICULAR,1
TOYOTA,Tanquero,GUAYAS,MUNNICIPIO,1
MITSUBISHI,Tanquero,SANTA ELENA,PARTICULAR,1
SCANIA,Trailer,AZUAY,PARTICULAR,1
MERCEDES BENZ,Trailer,PASTAZA,ALQUILER,1
KENWORTH,Tanquero,AZUAY,ALQUILER,1
MERCEDES BENZ,Tanquero,BOLÍVAR,ESTADO,1
JMC,Camión,IMBABURA,ALQUILER,1
HINO,Trailer,MORONA SANTIAGO,ESTADO,1
DODGE,Volqueta,CARCHI,PARTICULAR,1
MITSUBISHI,Camión,LOS RÍOS,MUNNICIPIO,1
FAW,Camión,ORELLANA,ALQUILER,1
TOYOTA,Camión,EL ORO,MUNNICIPIO,1
DAIHATSU,Tanquero,MANABÍ,ALQUILER,1
NISSAN,Tanquero,MANABÍ,MUNNICIPIO,1
MITSUBISHI,Tanquero,GALÁPAGOS,ESTADO,1
INTERNATIONAL,Trailer,GUAYAS,OTROS,1
NISSAN,Volqueta,BOLÍVAR,MUNNICIPIO,1
Otras Marcas,Tanquero,LOJA,PARTICULAR,1
MITSUBISHI,Trailer,PICHINCHA,PARTICULAR,1
FREIGHTLINER,Camión,COTOPAXI,PARTICULAR,1
DAIHATSU,Tanquero,TUNGURAHUA,PARTICULAR,1
TOYOTA,Tanquero,EL ORO,ALQUILER,1
INTERNATIONAL,Tanquero,EL ORO,ALQUILER,1
FORD,Volqueta,SUCUMBÍOS,PARTICULAR,1
FIAT,Volqueta,GUAYAS,PARTICULAR,1
HYUNDAI,Tanquero,ESMERALDAS,PARTICULAR,1
VOLKSWAGEN,Trailer,SANTO DOMINGO DE LOS TSÁCHILAS,ALQUILER,1
FORD,Volqueta,CAÑAR,OTROS,1
MAN,Camión,LOJA,ALQUILER,1
MITSUBISHI,Camión,MANABÍ,MUNNICIPIO,1
MACK,Volqueta,SUCUMBÍOS,PARTICULAR,1
Otras Marcas,Volqueta,CAÑAR,OTROS,1
CHEVROLET,Tanquero,IMBABURA,ALQUILER,1
FAW,Camión,NAPO,PARTICULAR,1
DATSUN,Camión,GUAYAS,PARTICULAR,1
HINO,Tanquero,PICHINCHA,SECTORES SECCIONALES,1
Otras Marcas,Tanquero,IMBABURA,ALQUILER,1
MACK,Tanquero,CAÑAR,PARTICULAR,1
KENWORTH,Volqueta,TUNGURAHUA,PARTICULAR,1
KENWORTH,Camión,MANABÍ,PARTICULAR,1
MAN,Tanquero,AZUAY,ALQUILER,1
FREIGHTLINER,Volqueta,TUNGURAHUA,ALQUILER,1
GMC,Trailer,CARCHI,PARTICULAR,1
NISSAN,Trailer,MORONA SANTIAGO,MUNNICIPIO,1
Otras Marcas,Tanquero,MANABÍ,ALQUILER,1
MERCEDES BENZ,Tanquero,ORELLANA,ALQUILER,1
VOLKSWAGEN,Camión,ESMERALDAS,PARTICULAR,1
VOLKSWAGEN,Volqueta,ORELLANA,PARTICULAR,1
MACK,Volqueta,NAPO,ESTADO,1
FORD,Tanquero,LOJA,PARTICULAR,1
VOLVO,Trailer,MANABÍ,ALQUILER,1
FIAT,Tanquero,SANTO DOMINGO DE LOS TSÁCHILAS,PARTICULAR,1
KENWORTH,Volqueta,CARCHI,ALQUILER,1
VOLVO,Trailer,COTOPAXI,ALQUILER,1
FOTON,Volqueta,LOJA,PARTICULAR,1
CHEVROLET,Camión,LOJA,ESTADO,1
MAN,Trailer,SANTO DOMINGO DE LOS TSÁCHILAS,ALQUILER,1
FORD,Camión,LOS RÍOS,ESTADO,1
SCANIA,Volqueta,SANTO DOMINGO DE LOS TSÁCHILAS,PARTICULAR,1
NISSAN,Volqueta,BOLÍVAR,ESTADO,1
Otras Marcas,Tanquero,CAÑAR,OTROS,1
Otras Marcas,Camión,CARCHI,MUNNICIPIO,1
ISUZU,Camión,PICHINCHA,ESTADO,1
HINO,Tanquero,MANABÍ,MUNNICIPIO,1
FIAT,Tanquero,TUNGURAHUA,PARTICULAR,1
HINO,Camión,MANABÍ,ESTADO,1
TOYOTA,Camión,CAÑAR,ESTADO,1
QMC,Camión,SUCUMBÍOS,PARTICULAR,1
VOLKSWAGEN,Tanquero,PICHINCHA,MUNNICIPIO,1
ISUZU,Volqueta,EL ORO,ALQUILER,1
INTERNATIONAL,Camión,CAÑAR,PARTICULAR,1
DAIHATSU,Camión,NAPO,ALQUILER,1
MERCEDES BENZ,Trailer,MANABÍ,PARTICULAR,1
KENWORTH,Volqueta,ZAMORA CHINCHIPE,PARTICULAR,1
MERCEDES BENZ,Tanquero,CAÑAR,ESTADO,1
MAN,Trailer,TUNGURAHUA,PARTICULAR,1
CHEVROLET,Volqueta,PICHINCHA,ESTADO,1
ISUZU,Camión,ESMERALDAS,ALQUILER,1
NISSAN,Volqueta,MANABÍ,ESTADO,1
CHEVROLET,Volqueta,SUCUMBÍOS,PARTICULAR,1
CHEVROLET,Volqueta,IMBABURA,ESTADO,1
PEGASO,Trailer,BOLÍVAR,PARTICULAR,1
Otras Marcas,Tanquero,TUNGURAHUA,PARTICULAR,1
MITSUBISHI,Camión,GALÁPAGOS,ESTADO,1
FREIGHTLINER,Camión,PICHINCHA,ESTADO,1
HYUNDAI,Volqueta,SANTO DOMINGO DE LOS TSÁCHILAS,ALQUILER,1
QMC,Camión,PASTAZA,PARTICULAR,1
VOLVO,Volqueta,EL ORO,ALQUILER,1
MERCEDES BENZ,Trailer,ORELLANA,PARTICULAR,1
MAZDA,Camión,GUAYAS,ESTADO,1
DONGFENG,Trailer,AZUAY,PARTICULAR,1
INTERNATIONAL,Tanquero,SANTO DOMINGO DE LOS TSÁCHILAS,ALQUILER,1
CHEVROLET,Tanquero,SANTA ELENA,MUNNICIPIO,1
CHANGAN,Camión,CHIMBORAZO,PARTICULAR,1
MERCEDES BENZ,Tanquero,MORONA SANTIAGO,ALQUILER,1
FREIGHTLINER,Volqueta,MANABÍ,ALQUILER,1
NISSAN,Camión,SANTA ELENA,ALQUILER,1
MITSUBISHI,Trailer,GUAYAS,ALQUILER,1
TOYOTA,Camión,MORONA SANTIAGO,ALQUILER,1
MACK,Volqueta,CARCHI,ALQUILER,1
MAN,Volqueta,IMBABURA,PARTICULAR,1
MITSUBISHI,Trailer,TUNGURAHUA,PARTICULAR,1
FORD,Camión,SANTO DOMINGO DE LOS TSÁCHILAS,ESTADO,1
KENWORTH,Camión,IMBABURA,ALQUILER,1
NISSAN,Camión,CAÑAR,ESTADO,1
HYUNDAI,Camión,PASTAZA,MUNNICIPIO,1
FREIGHTLINER,Volqueta,PICHINCHA,ALQUILER,1
ISUZU,Volqueta,ZAMORA CHINCHIPE,PARTICULAR,1
Otras Marcas,Volqueta,IMBABURA,ALQUILER,1
SCANIA,Volqueta,CHIMBORAZO,ALQUILER,1
CHEVROLET,Volqueta,MANABÍ,MUNNICIPIO,1
HINO,Camión,ESMERALDAS,ESTADO,1
KENWORTH,Camión,AZUAY,PARTICULAR,1
SCANIA,Camión,CHIMBORAZO,ESTADO,1
KENWORTH,Camión,COTOPAXI,ALQUILER,1
DAIHATSU,Tanquero,CARCHI,PARTICULAR,1
HINO,Tanquero,ZAMORA CHINCHIPE,ALQUILER,1
JMC,Camión,MANABÍ,PARTICULAR,1
MACK,Volqueta,CAÑAR,ALQUILER,1
FORD,Volqueta,GUAYAS,ALQUILER,1
HYUNDAI,Tanquero,IMBABURA,PARTICULAR,1
DAIHATSU,Camión,SUCUMBÍOS,ALQUILER,1
HINO,Camión,AZUAY,ESTADO,1
NISSAN,Camión,ESMERALDAS,ALQUILER,1
MACK,Trailer,SUCUMBÍOS,ESTADO,1
VOLVO,Trailer,COTOPAXI,PARTICULAR,1
RENAULT,Camión,COTOPAXI,PARTICULAR,1
PEGASO,Camión,COTOPAXI,ALQUILER,1
CHEVROLET,Camión,MANABÍ,ESTADO,1
VOLVO,Camión,TUNGURAHUA,PARTICULAR,1
SCANIA,Camión,GALÁPAGOS,ALQUILER,1
INTERNATIONAL,Volqueta,PASTAZA,PARTICULAR,1
TOYOTA,Camión,PASTAZA,MUNNICIPIO,1
ASIA,Tanquero,IMBABURA,PARTICULAR,1
INTERNATIONAL,Trailer,CAÑAR,ALQUILER,1
NISSAN,Camión,LOJA,MUNNICIPIO,1
VOLKSWAGEN,Camión,IMBABURA,PARTICULAR,1
DONGFENG,Volqueta,CAÑAR,PARTICULAR,1
SCANIA,Trailer,ORELLANA,OTROS,1
DAIHATSU,Tanquero,PICHINCHA,ALQUILER,1
CHEVROLET,Tanquero,AZUAY,ALQUILER,1
SCANIA,Trailer,CARCHI,PARTICULAR,1
FREIGHTLINER,Tanquero,MANABÍ,PARTICULAR,1
MITSUBISHI,Tanquero,LOJA,SECTORES SECCIONALES,1
FREIGHTLINER,Volqueta,IMBABURA,PARTICULAR,1
SCANIA,Camión,CARCHI,ALQUILER,1
MAN,Trailer,SUCUMBÍOS,PARTICULAR,1
NISSAN,Trailer,ORELLANA,ALQUILER,1
VOLKSWAGEN,Tanquero,ESMERALDAS,PARTICULAR,1
QMC,Volqueta,ESMERALDAS,PARTICULAR,1
MACK,Trailer,LOJA,MUNNICIPIO,1
HINO,Trailer,ORELLANA,PARTICULAR,1
MACK,Camión,COTOPAXI,ALQUILER,1
MAZDA,Camión,AZUAY,PARTICULAR,1
NISSAN,Camión,NAPO,ESTADO,1
VOLKSWAGEN,Volqueta,TUNGURAHUA,PARTICULAR,1
NISSAN,Trailer,ESMERALDAS,PARTICULAR,1
MACK,Trailer,LOS RÍOS,ALQUILER,1
KENWORTH,Trailer,SANTA ELENA,PARTICULAR,1
JAC,Tanquero,PICHINCHA,PARTICULAR,1
HINO,Tanquero,IMBABURA,MUNNICIPIO,1
HYUNDAI,Tanquero,COTOPAXI,PARTICULAR,1
TOYOTA,Tanquero,MANABÍ,ALQUILER,1
INTERNATIONAL,Volqueta,GALÁPAGOS,MUNNICIPIO,1
NISSAN,Camión,COTOPAXI,MUNNICIPIO,1
KIA,Tanquero,ESMERALDAS,PARTICULAR,1
MITSUBISHI,Tanquero,SUCUMBÍOS,ALQUILER,1
INTERNATIONAL,Tanquero,ESMERALDAS,PARTICULAR,1
HINO,Camión,CAÑAR,MUNNICIPIO,1
DAIHATSU,Camión,ORELLANA,ALQUILER,1
MACK,Trailer,NAPO,ESTADO,1
VOLKSWAGEN,Camión,COTOPAXI,ALQUILER,1
KENWORTH,Trailer,BOLÍVAR,PARTICULAR,1
CHEVROLET,Trailer,EL ORO,PARTICULAR,1
SCANIA,Volqueta,CAÑAR,PARTICULAR,1
FORD,Tanquero,SUCUMBÍOS,PARTICULAR,1
HINO,Camión,MORONA SANTIAGO,MUNNICIPIO,1
MAN,Tanquero,GUAYAS,PARTICULAR,1
FOTON,Trailer,PICHINCHA,PARTICULAR,1
Otras Marcas,Camión,CARCHI,ALQUILER,1
MERCEDES BENZ,Tanquero,ZAMORA CHINCHIPE,ALQUILER,1
MACK,Camión,IMBABURA,ESTADO,1
FAW,Camión,GUAYAS,ALQUILER,1
INTERNATIONAL,Trailer,BOLÍVAR,ALQUILER,1
Otras Marcas,Volqueta,CAÑAR,PARTICULAR,1
INTERNATIONAL,Tanquero,TUNGURAHUA,ALQUILER,1
MITSUBISHI,Volqueta,SUCUMBÍOS,PARTICULAR,1
NISSAN,Trailer,PASTAZA,MUNNICIPIO,1
Otras Marcas,Volqueta,SANTO DOMINGO DE LOS TSÁCHILAS,MUNNICIPIO,1
NISSAN,Camión,GALÁPAGOS,PARTICULAR,1
SCANIA,Trailer,BOLÍVAR,ESTADO,1
Otras Marcas,Trailer,LOJA,ALQUILER,1
ISUZU,Volqueta,EL ORO,PARTICULAR,1
FIAT,Volqueta,SANTO DOMINGO DE LOS TSÁCHILAS,ALQUILER,1
JAC,Volqueta,IMBABURA,ALQUILER,1
PEGASO,Volqueta,TUNGURAHUA,PARTICULAR,1
NISSAN,Volqueta,LOJA,ESTADO,1
VOLVO,Tanquero,IMBABURA,PARTICULAR,1
JMC,Camión,CHIMBORAZO,PARTICULAR,1
Otras Marcas,Volqueta,CHIMBORAZO,ALQUILER,1
HYUNDAI,Volqueta,IMBABURA,PARTICULAR,1
RENAULT,Tanquero,LOS RÍOS,PARTICULAR,1
NISSAN,Trailer,LOJA,MUNNICIPIO,1
FIAT,Camión,CARCHI,PARTICULAR,1
MACK,Volqueta,NAPO,PARTICULAR,1
MACK,Trailer,GUAYAS,MUNNICIPIO,1
MITSUBISHI,Tanquero,ORELLANA,ALQUILER,1
CHEVROLET,Tanquero,CAÑAR,PARTICULAR,1
NISSAN,Tanquero,BOLÍVAR,ALQUILER,1
FOTON,Trailer,PICHINCHA,ALQUILER,1
MITSUBISHI,Volqueta,ESMERALDAS,ALQUILER,1
INTERNATIONAL,Tanquero,CAÑAR,ESTADO,1
INTERNATIONAL,Camión,COTOPAXI,MUNNICIPIO,1
MAZDA,Camión,BOLÍVAR,PARTICULAR,1
CHEVROLET,Trailer,CARCHI,ESTADO,1
KIA,Volqueta,TUNGURAHUA,PARTICULAR,1
CHEVROLET,Tanquero,ORELLANA,ALQUILER,1
FREIGHTLINER,Camión,CHIMBORAZO,ALQUILER,1
MITSUBISHI,Volqueta,MANABÍ,ALQUILER,1
NISSAN,Camión,SUCUMBÍOS,ALQUILER,1
VOLKSWAGEN,Camión,MANABÍ,ALQUILER,1
NISSAN,Camión,PICHINCHA,ESTADO,1
ISUZU,Volqueta,BOLÍVAR,ALQUILER,1
MACK,Tanquero,SANTO DOMINGO DE LOS TSÁCHILAS,PARTICULAR,1
KIA,Volqueta,MANABÍ,ALQUILER,1
FORD,Tanquero,AZUAY,ALQUILER,1
MAN,Tanquero,AZUAY,PARTICULAR,1
FOTON,Tanquero,PICHINCHA,PARTICULAR,1
VOLKSWAGEN,Camión,CAÑAR,PARTICULAR,1
NISSAN,Trailer,ORELLANA,ESTADO,1
VOLKSWAGEN,Tanquero,ESMERALDAS,MUNNICIPIO,1
Otras Marcas,Volqueta,ORELLANA,ALQUILER,1
MERCEDES BENZ,Camión,CARCHI,MUNNICIPIO,1
Otras Marcas,Tanquero,TUNGURAHUA,ALQUILER,1
TATA,Camión,TUNGURAHUA,PARTICULAR,1
JAC,Camión,TUNGURAHUA,ALQUILER,1
NISSAN,Trailer,PICHINCHA,ALQUILER,1
FORD,Tanquero,GUAYAS,ESTADO,1
MERCEDES BENZ,Camión,GUAYAS,ESTADO,1
HYUNDAI,Volqueta,COTOPAXI,PARTICULAR,1
CHEVROLET,Trailer,AZUAY,ALQUILER,1
DAIHATSU,Camión,GUAYAS,ESTADO,1
MERCEDES BENZ,Volqueta,COTOPAXI,ESTADO,1
SCANIA,Camión,MANABÍ,ESTADO,1
VOLVO,Camión,MANABÍ,ALQUILER,1
FORD,Tanquero,CARCHI,ESTADO,1
HYUNDAI,Volqueta,COTOPAXI,ALQUILER,1
TOYOTA,Tanquero,SANTO DOMINGO DE LOS TSÁCHILAS,PARTICULAR,1
FREIGHTLINER,Trailer,SANTA ELENA,PARTICULAR,1
DONGFENG,Trailer,GUAYAS,ALQUILER,1
INTERNATIONAL,Volqueta,ORELLANA,PARTICULAR,1
NISSAN,Camión,CAÑAR,MUNNICIPIO,1
HYUNDAI,Camión,ORELLANA,ALQUILER,1
INTERNATIONAL,Tanquero,COTOPAXI,PARTICULAR,1
VOLKSWAGEN,Volqueta,EL ORO,PARTICULAR,1
HINO,Camión,BOLÍVAR,MUNNICIPIO,1
MERCEDES BENZ,Trailer,SANTO DOMINGO DE LOS TSÁCHILAS,ALQUILER,1
ISUZU,Camión,MORONA SANTIAGO,ALQUILER,1
NISSAN,Tanquero,SANTA ELENA,PARTICULAR,1
TATA,Camión,AZUAY,ALQUILER,1
INTERNATIONAL,Volqueta,GALÁPAGOS,ESTADO,1
HINO,Volqueta,SUCUMBÍOS,MUNNICIPIO,1
FREIGHTLINER,Tanquero,CAÑAR,PARTICULAR,1
SCANIA,Volqueta,PASTAZA,PARTICULAR,1
JAC,Camión,ORELLANA,PARTICULAR,1
DONGFENG,Camión,MORONA SANTIAGO,PARTICULAR,1
ISUZU,Tanquero,GUAYAS,ESTADO,1
ISUZU,Trailer,ZAMORA CHINCHIPE,SECTORES SECCIONALES,1
HINO,Volqueta,CARCHI,ESTADO,1
VOLVO,Trailer,EL ORO,PARTICULAR,1
ISUZU,Camión,LOJA,ALQUILER,1
PEGASO,Camión,PICHINCHA,PARTICULAR,1
CHEVROLET,Trailer,SANTO DOMINGO DE LOS TSÁCHILAS,OTROS,1
GMC,Camión,BOLÍVAR,PARTICULAR,1
FORD,Tanquero,TUNGURAHUA,MUNNICIPIO,1
VOLVO,Trailer,EL ORO,ALQUILER,1
FORD,Tanquero,IMBABURA,ALQUILER,1
ASIA,Trailer,GUAYAS,PARTICULAR,1
FIAT,Volqueta,COTOPAXI,PARTICULAR,1
NISSAN,Tanquero,EL ORO,ALQUILER,1
KIA,Camión,LOJA,ALQUILER,1
NISSAN,Tanquero,LOJA,PARTICULAR,1
MAZDA,Camión,GUAYAS,ALQUILER,1
MACK,Camión,ESMERALDAS,PARTICULAR,1
Otras Marcas,Tanquero,AZUAY,ALQUILER,1
INTERNATIONAL,Camión,GUAYAS,OTROS,1
INTERNATIONAL,Trailer,SUCUMBÍOS,PARTICULAR,1
MAN,Volqueta,ZAMORA CHINCHIPE,ALQUILER,1
VOLKSWAGEN,Camión,IMBABURA,ALQUILER,1
FAW,Camión,AZUAY,PARTICULAR,1
MACK,Trailer,BOLÍVAR,PARTICULAR,1
VOLVO,Camión,CAÑAR,ALQUILER,1
CHEVROLET,Trailer,CHIMBORAZO,PARTICULAR,1
TATA,Camión,ESMERALDAS,PARTICULAR,1
KIA,Camión,IMBABURA,ALQUILER,1
MITSUBISHI,Camión,CAÑAR,MUNNICIPIO,1
KIA,Camión,BOLÍVAR,MUNNICIPIO,1
KIA,Tanquero,ORELLANA,PARTICULAR,1
JAC,Tanquero,GUAYAS,PARTICULAR,1
MACK,Camión,ORELLANA,ALQUILER,1
FREIGHTLINER,Tanquero,AZUAY,MUNNICIPIO,1
CHEVROLET,Camión,EL ORO,ESTADO,1
NISSAN,Camión,EL ORO,ESTADO,1
MAN,Camión,SANTO DOMINGO DE LOS TSÁCHILAS,ALQUILER,1
CHEVROLET,Camión,SUCUMBÍOS,ESTADO,1
FORD,Tanquero,LOS RÍOS,ALQUILER,1
VOLVO,Camión,ESMERALDAS,OTROS,1
MERCEDES BENZ,Trailer,PASTAZA,PARTICULAR,1
FORD,Tanquero,IMBABURA,MUNNICIPIO,1
INTERNATIONAL,Volqueta,ESMERALDAS,ALQUILER,1
CHEVROLET,Tanquero,SANTO DOMINGO DE LOS TSÁCHILAS,OTROS,1
TATA,Camión,CHIMBORAZO,PARTICULAR,1
HINO,Tanquero,NAPO,PARTICULAR,1
SCANIA,Camión,CAÑAR,PARTICULAR,1
MACK,Trailer,PASTAZA,ESTADO,1
VOLKSWAGEN,Trailer,PICHINCHA,ALQUILER,1
HINO,Volqueta,SANTA ELENA,OTROS,1
GMC,Volqueta,ESMERALDAS,ALQUILER,1
MITSUBISHI,Tanquero,BOLÍVAR,PARTICULAR,1
HINO,Trailer,LOS RÍOS,ALQUILER,1
GMC,Trailer,AZUAY,PARTICULAR,1
SCANIA,Volqueta,LOS RÍOS,ALQUILER,1
DODGE,Camión,AZUAY,PARTICULAR,1
HYUNDAI,Camión,NAPO,ALQUILER,1
ISUZU,Volqueta,MORONA SANTIAGO,PARTICULAR,1
FAW,Trailer,GUAYAS,PARTICULAR,1
DATSUN,Camión,MANABÍ,PARTICULAR,1
HINO,Trailer,COTOPAXI,ALQUILER,1
MITSUBISHI,Trailer,NAPO,ESTADO,1
HYUNDAI,Trailer,LOS RÍOS,ALQUILER,1
CHEVROLET,Volqueta,ORELLANA,ESTADO,1
MITSUBISHI,Volqueta,GUAYAS,PARTICULAR,1
KENWORTH,Tanquero,COTOPAXI,PARTICULAR,1
KIA,Camión,MORONA SANTIAGO,PARTICULAR,1
FORD,Tanquero,GUAYAS,MUNNICIPIO,1
FORD,Camión,NAPO,ESTADO,1
VOLVO,Camión,COTOPAXI,PARTICULAR,1
DONGFENG,Camión,MORONA SANTIAGO,ALQUILER,1
DAIHATSU,Camión,SUCUMBÍOS,MUNNICIPIO,1
NISSAN,Volqueta,NAPO,ESTADO,1
Otras Marcas,Camión,BOLÍVAR,ALQUILER,1
CHEVROLET,Volqueta,BOLÍVAR,ALQUILER,1
FOTON,Camión,ZAMORA CHINCHIPE,PARTICULAR,1
TOYOTA,Tanquero,AZUAY,MUNNICIPIO,1
DODGE,Camión,NAPO,PARTICULAR,1
HINO,Volqueta,PICHINCHA,ESTADO,1
KIA,Volqueta,EL ORO,PARTICULAR,1
INTERNATIONAL,Trailer,PICHINCHA,OTROS,1
KENWORTH,Trailer,BOLÍVAR,ALQUILER,1
INTERNATIONAL,Trailer,BOLÍVAR,ESTADO,1
DAIHATSU,Camión,COTOPAXI,MUNNICIPIO,1
MERCEDES BENZ,Volqueta,SANTA ELENA,ALQUILER,1
FORD,Trailer,IMBABURA,PARTICULAR,1
VOLKSWAGEN,Volqueta,LOS RÍOS,PARTICULAR,1
MERCEDES BENZ,Tanquero,LOS RÍOS,ALQUILER,1
HINO,Tanquero,GALÁPAGOS,ESTADO,1
MERCEDES BENZ,Tanquero,IMBABURA,ESTADO,1
HINO,Camión,SUCUMBÍOS,ESTADO,1
GMC,Trailer,CHIMBORAZO,PARTICULAR,1
GMC,Tanquero,ESMERALDAS,PARTICULAR,1
MITSUBISHI,Tanquero,SANTO DOMINGO DE LOS TSÁCHILAS,ALQUILER,1
DODGE,Camión,CHIMBORAZO,PARTICULAR,1
FIAT,Volqueta,GALÁPAGOS,PARTICULAR,1
INTERNATIONAL,Camión,LOJA,PARTICULAR,1
FORD,Tanquero,AZUAY,ESTADO,1
Otras Marcas,Trailer,GUAYAS,ESTADO,1
DONGFENG,Tanquero,PICHINCHA,PARTICULAR,1
KENWORTH,Camión,COTOPAXI,PARTICULAR,1
ISUZU,Camión,LOJA,ESTADO,1
DAIHATSU,Volqueta,MANABÍ,PARTICULAR,1
DAIHATSU,Camión,TUNGURAHUA,MUNNICIPIO,1
HINO,Trailer,BOLÍVAR,PARTICULAR,1
MITSUBISHI,Volqueta,CAÑAR,PARTICULAR,1
